sku,codigo_ean,produto,categoria,quantidade_disponivel,quantidade_reservada,estoque_minimo,corredor,nivel_prateleira,localizacao,status,fragil,lote,dimensoes_cm,peso_kg,fornecedor,data_entrada,data_ultima_movimentacao,custo_unitario,preco_venda
SKU-2722,7895728182915,Marcador de Texto (kit 6un),Papelaria,434,62,15,D1,Nivel 2,D1-2,Reservado,True,L2026543,45.8x7.8x37.2,4.13,Global Trade Comercio Exterior,2025-11-22,2026-02-12,82.35,156.35
SKU-2225,7895090418988,Espremedor de Frutas,Casa e Cozinha,223,50,20,B2,Nivel 2,B2-2,Em Conferencia,True,L2026528,55.6x23.6x7.4,7.85,Metropolitana Atacado,2026-07-04,2026-07-25,432.68,719.45
SKU-1415,7898105955188,Power Bank 10000mAh,Eletronicos,369,17,20,D1,Nivel 3,D1-3,Disponivel,False,L2026017,27.0x36.4x13.2,7.55,Prime Supply Comercio,2026-04-21,2026-07-21,301.95,410.62
SKU-4505,7890177626096,Furadeira Eletrica 500W,Ferramentas,129,79,40,E1,Nivel 4 (Alto),E1-4,Disponivel,False,L2026170,27.9x32.8x26.7,5.58,Distribuidora Vega Ltda,2026-01-21,2026-05-11,180.44,324.14
SKU-2293,7893494197157,Faqueiro 24 Pecas,Casa e Cozinha,254,40,40,A2,Nivel 1 (Solo),A2-1,Disponivel,False,L2026861,43.3x10.7x13.1,10.98,Comercio Atlas S.A.,2026-03-25,2026-04-17,113.77,257.22
SKU-1291,7893875927120,Teclado Mecanico,Eletronicos,181,48,50,C3,Nivel 2,C3-2,Disponivel,False,L2026296,33.5x27.3x21.8,7.82,Distribuidora Vega Ltda,2026-03-31,2026-07-14,366.43,604.08
SKU-3195,7892496689929,Bone Aba Curva,Vestuario,285,46,15,E1,Nivel 3,E1-3,Disponivel,False,L2026947,60.4x47.2x30.0,11.38,Global Trade Comercio Exterior,2026-01-05,2026-06-12,16.96,22.92
SKU-2832,7893708587835,Calculadora Simples,Papelaria,316,21,25,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026215,44.3x27.2x26.7,6.28,Global Trade Comercio Exterior,2025-12-17,2026-01-20,267.65,397.07
SKU-2095,7895252741022,Cafeteira Eletrica,Casa e Cozinha,186,36,40,E2,Nivel 1 (Solo),E2-1,Disponivel,True,L2026932,47.6x16.9x23.0,5.06,Fornecedora Horizonte Ltda,2025-11-16,2026-01-28,226.08,421.79
SKU-5102,7893561494929,Racao para Gatos Adultos 10kg,Pet Shop,477,51,15,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026735,53.8x14.0x10.9,12.85,Comercio Atlas S.A.,2026-03-18,2026-03-26,377.6,670.5
SKU-2361,7891298897280,Tabua de Corte de Bambu,Casa e Cozinha,79,51,20,E2,Nivel 2,E2-2,Disponivel,False,L2026028,10.2x32.7x17.1,0.07,Nortex Distribuicao,2026-03-04,2026-06-21,429.34,859.82
SKU-1253,7899278687654,Mouse Gamer,Eletronicos,95,54,15,D1,Nivel 4 (Alto),D1-4,Disponivel,False,L2026582,30.2x28.5x16.7,6.79,Global Trade Comercio Exterior,2025-12-09,2026-01-22,116.69,213.15
SKU-4892,7890798451749,Escada de Aluminio 5 Degraus,Ferramentas,107,66,40,A2,Nivel 1 (Solo),A2-1,Disponivel,False,L2026305,29.6x13.8x33.9,11.3,Global Trade Comercio Exterior,2026-05-10,2026-07-23,378.01,723.11
SKU-1351,7892496854983,Hub USB,Eletronicos,74,18,50,D1,Nivel 3,D1-3,Disponivel,False,L2026573,44.8x11.2x11.5,12.03,Fornecedora Horizonte Ltda,2026-04-30,2026-06-11,465.85,858.0
SKU-4113,7891808482968,Quebra-Cabeca 1000 pecas,Brinquedos,365,36,10,A1,Nivel 4 (Alto),A1-4,Disponivel,False,L2026916,11.9x37.9x11.2,2.83,Prime Supply Comercio,2026-05-15,2026-05-19,149.12,220.98
SKU-5180,7899205177180,Brinquedo Mordedor para Caes,Pet Shop,281,58,30,B2,Nivel 3,B2-3,Disponivel,False,L2026698,36.4x10.2x13.2,6.81,Nortex Distribuicao,2025-11-28,2026-01-26,88.23,129.22
SKU-1458,7894012897436,Power Bank 20000mAh,Eletronicos,161,8,15,B3,Nivel 2,B3-2,Disponivel,False,L2026779,7.2x46.9x37.3,11.95,Prime Supply Comercio,2026-06-07,2026-07-28,321.03,563.9
SKU-4014,7891109670248,Creme Dental (kit 3un),Higiene e Beleza,32,4,30,D1,Nivel 2,D1-2,Reservado,False,L2026280,51.3x24.9x7.7,10.45,Fornecedora Horizonte Ltda,2025-12-22,2026-05-13,347.44,681.47
SKU-1091,7895687833910,Fone de Ouvido Bluetooth,Eletronicos,228,67,30,A2,Nivel 1 (Solo),A2-1,Disponivel,True,L2026533,39.8x11.4x15.1,6.21,Nortex Distribuicao,2026-06-28,2026-07-02,264.68,484.42
SKU-5110,7891227011923,Racao para Gatos Filhotes 3kg,Pet Shop,326,28,40,C2,Nivel 2,C2-2,Reservado,False,L2026178,27.9x34.3x5.0,2.25,Comercio Atlas S.A.,2026-03-11,2026-06-05,288.14,636.31
SKU-4214,7895964870324,Jogo de Tabuleiro Familia,Brinquedos,265,59,10,D1,Nivel 3,D1-3,Disponivel,False,L2026684,57.2x28.5x13.2,11.93,Prime Supply Comercio,2026-01-08,2026-07-18,349.7,654.17
SKU-1027,7898506716579,Cabo USB-C,Eletronicos,78,55,40,C3,Nivel 3,C3-3,Disponivel,False,L2026958,54.7x30.5x14.9,1.26,Union Cargo Distribuidora,2026-02-06,2026-03-13,372.73,667.79
SKU-1182,7890099688141,Carregador de Parede 20W,Eletronicos,383,44,15,F2,Nivel 2,F2-2,Disponivel,False,L2026872,17.5x12.8x34.0,10.53,Metropolitana Atacado,2026-06-02,2026-07-17,109.1,233.8
SKU-5928,7894660964849,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,244,35,50,A2,Nivel 3,A2-3,Reservado,False,L2026717,58.3x35.8x4.3,11.46,Union Cargo Distribuidora,2026-03-31,2026-06-05,350.19,729.07
SKU-3604,7894941785842,Shampoo 400ml,Higiene e Beleza,383,63,25,B1,Nivel 2,B1-2,Disponivel,False,L2026300,28.1x44.2x25.9,9.0,Prime Supply Comercio,2026-03-06,2026-06-10,42.84,82.37
SKU-3728,7895470142953,Hidratante Corporal 200ml,Higiene e Beleza,123,80,10,D1,Nivel 2,D1-2,Disponivel,False,L2026585,57.7x10.3x12.8,7.3,Ponto Central Suprimentos,2026-04-07,2026-05-20,111.06,153.68
SKU-6022,7899422150577,Organizador de Mesa,Utilidades para Escritorio,402,34,20,B3,Nivel 1 (Solo),B3-1,Em Conferencia,False,L2026040,52.6x30.7x4.6,12.17,Importadora Bravo,2026-01-20,2026-07-15,299.22,511.25
SKU-4151,7893866897074,Boneco de Acao Articulado,Brinquedos,422,38,15,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026518,46.1x13.8x17.9,1.93,Nortex Distribuicao,2026-02-26,2026-07-24,350.18,642.53
SKU-3022,7898861125801,Apontador com Deposito,Papelaria,155,29,20,B3,Nivel 1 (Solo),B3-1,Disponivel,True,L2026544,32.3x35.2x22.7,12.6,Union Cargo Distribuidora,2025-11-19,2026-03-27,64.39,93.04
SKU-5856,7898783326874,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,209,27,40,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026009,47.1x25.8x24.5,11.95,Ponto Central Suprimentos,2026-04-03,2026-07-24,354.72,612.44
SKU-3408,7897843267485,Jaqueta de Frio,Vestuario,216,34,20,B1,Nivel 1 (Solo),B1-1,Em Conferencia,False,L2026363,14.3x47.3x23.8,11.36,Nortex Distribuicao,2025-12-27,2026-07-13,392.91,899.67
SKU-2520,7891739301055,Caderno Universitario 200fls,Papelaria,185,75,40,C1,Nivel 2,C1-2,Disponivel,False,L2026731,58.5x17.4x22.0,11.44,Ponto Central Suprimentos,2026-05-11,2026-07-19,236.35,366.65
SKU-5425,7890923267726,Kit Palhetas Limpador de Para-brisa,Automotivo,245,51,15,A3,Nivel 2,A3-2,Reservado,False,L2026443,56.1x43.1x20.4,7.43,Metropolitana Atacado,2026-06-03,2026-07-15,408.14,879.88
SKU-3758,7890299321039,Secador de Cabelo 2000W,Higiene e Beleza,241,33,25,A1,Nivel 2,A1-2,Reservado,True,L2026528,21.5x26.4x33.7,3.05,Metropolitana Atacado,2026-01-08,2026-05-02,395.73,784.81
SKU-5769,7898391342310,Revista em Quadrinhos (edicao especial),Livros e Papelaria Tecnica,108,4,20,A1,Nivel 3,A1-3,Disponivel,False,L2026685,20.4x41.5x6.4,2.23,Comercio Atlas S.A.,2026-02-03,2026-06-07,373.05,798.63
SKU-5676,7892841736285,Camera de Re Automotiva,Automotivo,27,21,50,B1,Nivel 2,B1-2,Baixo Estoque,True,L2026511,29.9x5.4x15.8,1.45,Fornecedora Horizonte Ltda,2026-04-27,2026-07-04,246.59,344.94
SKU-3299,7896522350791,Bermuda Moletom,Vestuario,363,80,50,C2,Nivel 4 (Alto),C2-4,Disponivel,False,L2026612,36.8x21.2x22.7,5.68,Nortex Distribuicao,2026-05-15,2026-06-12,67.34,128.0
SKU-1070,7896676527759,Fone de Ouvido Bluetooth,Eletronicos,265,34,50,E1,Nivel 1 (Solo),E1-1,Reservado,True,L2026677,38.2x18.8x5.2,4.17,Union Cargo Distribuidora,2026-06-23,2026-07-01,290.77,619.7
SKU-6120,7895000735907,Quadro Branco 60x90cm,Utilidades para Escritorio,241,38,10,A2,Nivel 2,A2-2,Disponivel,False,L2026349,55.9x41.6x39.4,11.54,Metropolitana Atacado,2026-05-16,2026-06-04,186.7,319.51
SKU-6040,7896249826777,Suporte para Monitor,Utilidades para Escritorio,107,74,20,B1,Nivel 1 (Solo),B1-1,Disponivel,False,L2026117,57.7x21.8x21.7,8.84,Ponto Central Suprimentos,2026-01-10,2026-07-25,105.76,210.33
SKU-4945,7895843013132,Martelo Unha 25mm,Ferramentas,283,61,20,A3,Nivel 2,A3-2,Reservado,False,L2026234,54.6x19.1x14.0,8.27,Ponto Central Suprimentos,2026-03-09,2026-05-20,368.63,814.45
SKU-5918,7890405871519,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,113,73,50,B1,Nivel 3,B1-3,Disponivel,False,L2026334,59.1x16.7x36.9,8.14,Distribuidora Vega Ltda,2026-06-24,2026-06-26,206.19,363.63
SKU-1204,7899399824556,Carregador de Parede 20W,Eletronicos,261,62,40,C2,Nivel 1 (Solo),C2-1,Reservado,False,L2026647,14.5x12.2x34.3,8.59,Fornecedora Horizonte Ltda,2026-04-07,2026-05-11,140.39,273.78
SKU-5122,7894612805435,Racao para Gatos Filhotes 3kg,Pet Shop,361,12,30,B1,Nivel 2,B1-2,Em Conferencia,False,L2026116,47.2x46.3x41.9,4.13,Global Trade Comercio Exterior,2026-06-03,2026-07-05,303.03,531.04
SKU-4838,7891379724177,Parafusadeira a Bateria,Ferramentas,93,16,20,C1,Nivel 3,C1-3,Disponivel,False,L2026769,9.2x5.0x7.1,1.64,Nortex Distribuicao,2026-05-10,2026-05-18,258.58,376.86
SKU-4362,7899436147563,Bicicleta Infantil Aro 16,Brinquedos,300,57,15,A3,Nivel 2,A3-2,Disponivel,False,L2026264,10.2x27.9x36.0,4.13,Ponto Central Suprimentos,2026-04-13,2026-06-15,453.65,702.66
SKU-1388,7896552899314,Caixa de Som Bluetooth,Eletronicos,4,2,25,F1,Nivel 2,F1-2,Baixo Estoque,True,L2026291,18.9x34.2x7.9,2.08,Distribuidora Vega Ltda,2026-04-24,2026-07-10,392.49,640.54
SKU-1813,7895031006496,Adaptador USB-C para HDMI,Eletronicos,155,1,15,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026779,57.8x23.4x22.3,4.01,Comercio Atlas S.A.,2026-07-13,2026-07-20,169.75,380.38
SKU-2617,7895579537230,Caneta Marca-Texto (kit 4un),Papelaria,203,52,25,A2,Nivel 3,A2-3,Disponivel,False,L2026499,42.5x25.3x23.8,2.22,Prime Supply Comercio,2026-06-07,2026-07-01,150.08,210.79
SKU-3645,7896289757208,Escova de Dente Eletrica,Higiene e Beleza,339,24,40,A2,Nivel 3,A2-3,Disponivel,False,L2026964,23.7x39.9x22.4,7.42,Prime Supply Comercio,2026-01-17,2026-06-08,411.06,713.22
SKU-3224,7897733521086,Bone Aba Reta,Vestuario,469,67,20,D2,Nivel 4 (Alto),D2-4,Disponivel,False,L2026971,52.3x12.7x18.6,1.27,Prime Supply Comercio,2026-04-11,2026-06-13,328.82,614.49
SKU-4804,7895218085955,Serra Tico-Tico,Ferramentas,420,33,20,B1,Nivel 3,B1-3,Disponivel,False,L2026947,41.0x48.0x3.4,7.48,Comercio Atlas S.A.,2026-02-25,2026-03-27,34.01,53.09
SKU-1799,7897197609320,Adaptador USB-C para HDMI,Eletronicos,44,16,10,E1,Nivel 3,E1-3,Disponivel,False,L2026586,10.6x41.8x32.4,5.19,Importadora Bravo,2026-03-19,2026-06-11,184.95,302.87
SKU-1222,7899610556617,Mouse sem Fio,Eletronicos,394,29,50,F1,Nivel 1 (Solo),F1-1,Disponivel,False,L2026227,8.4x28.2x8.0,2.19,Fornecedora Horizonte Ltda,2026-02-01,2026-02-17,186.06,305.05
SKU-4131,7897611558494,Quebra-Cabeca 1000 pecas,Brinquedos,389,61,40,C3,Nivel 3,C3-3,Reservado,False,L2026683,9.7x41.5x5.6,12.53,Fornecedora Horizonte Ltda,2026-07-11,2026-07-28,251.22,357.04
SKU-3145,7895787239032,Meia Cano Alto (par),Vestuario,60,41,25,F2,Nivel 4 (Alto),F2-4,Disponivel,False,L2026522,29.8x12.6x35.6,7.55,Ponto Central Suprimentos,2026-07-11,2026-07-23,195.52,288.14
SKU-3901,7896083588978,Escova Alisadora,Higiene e Beleza,324,27,20,B2,Nivel 1 (Solo),B2-1,Disponivel,False,L2026780,61.0x17.5x35.9,5.11,Ponto Central Suprimentos,2025-12-08,2026-01-12,246.32,406.25
SKU-4849,7892580009633,Parafusadeira a Bateria,Ferramentas,269,5,10,A1,Nivel 1 (Solo),A1-1,Reservado,False,L2026224,29.0x46.5x26.8,11.2,Global Trade Comercio Exterior,2026-05-12,2026-07-03,351.05,781.73
SKU-3615,7891461201401,Condicionador 400ml,Higiene e Beleza,232,75,40,F2,Nivel 2,F2-2,Em Conferencia,False,L2026103,52.5x39.5x28.1,10.32,Metropolitana Atacado,2026-05-04,2026-07-26,6.64,14.15
SKU-4788,7895111608862,Serra Circular Portatil,Ferramentas,446,16,40,A2,Nivel 4 (Alto),A2-4,Reservado,False,L2026707,63.0x11.1x35.6,3.13,Global Trade Comercio Exterior,2026-04-30,2026-05-11,135.6,205.76
SKU-3073,7898694846744,Camiseta Algodao Unissex,Vestuario,368,80,25,A3,Nivel 1 (Solo),A3-1,Reservado,False,L2026391,44.1x42.4x3.7,8.02,Importadora Bravo,2026-05-06,2026-05-19,122.82,208.6
SKU-3378,7892477213969,Calca Moletom,Vestuario,100,51,50,E1,Nivel 1 (Solo),E1-1,Disponivel,False,L2026718,40.5x44.6x40.1,2.25,Nortex Distribuicao,2026-03-31,2026-07-28,456.36,1036.0
SKU-5652,7893245265623,Suporte Veicular para Celular,Automotivo,156,4,30,C2,Nivel 4 (Alto),C2-4,Disponivel,False,L2026216,31.0x30.6x33.3,0.9,Fornecedora Horizonte Ltda,2026-01-23,2026-05-17,236.08,454.67
SKU-1178,7891573993058,Carregador de Parede 20W,Eletronicos,468,14,25,C3,Nivel 3,C3-3,Disponivel,False,L2026198,53.4x24.2x3.8,4.52,Comercio Atlas S.A.,2026-07-07,2026-07-12,395.32,674.5
SKU-5449,7898674847587,Aromatizante Automotivo,Automotivo,374,18,25,A2,Nivel 4 (Alto),A2-4,Reservado,False,L2026158,31.4x18.6x2.3,4.15,Metropolitana Atacado,2026-04-20,2026-06-22,330.35,452.71
SKU-1801,7896264222974,Adaptador USB-C para HDMI,Eletronicos,262,75,20,A1,Nivel 3,A1-3,Disponivel,False,L2026854,12.2x28.8x29.2,11.7,Global Trade Comercio Exterior,2026-01-10,2026-01-22,178.43,396.19
SKU-1678,7899791378763,Pen Drive 64GB,Eletronicos,328,47,20,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026858,64.3x45.2x27.9,0.15,Global Trade Comercio Exterior,2026-03-20,2026-06-10,5.77,9.74
SKU-3026,7899963230479,Apontador com Deposito,Papelaria,77,43,25,C1,Nivel 1 (Solo),C1-1,Disponivel,False,L2026236,41.9x35.3x29.5,3.26,Metropolitana Atacado,2026-01-15,2026-07-05,176.03,398.93
SKU-2819,7896078241161,Calculadora Simples,Papelaria,143,26,50,E1,Nivel 2,E1-2,Disponivel,False,L2026299,55.3x15.9x41.9,9.24,Fornecedora Horizonte Ltda,2026-04-27,2026-05-05,340.71,732.62
SKU-3755,7899730375372,Secador de Cabelo 2000W,Higiene e Beleza,130,47,50,F1,Nivel 1 (Solo),F1-1,Em Conferencia,True,L2026876,54.4x29.2x22.7,6.22,Distribuidora Vega Ltda,2025-11-13,2026-04-15,5.9,10.21
SKU-3154,7899411002085,Meia Soquete (par),Vestuario,192,62,30,A1,Nivel 3,A1-3,Disponivel,False,L2026478,17.0x41.0x6.8,4.44,Prime Supply Comercio,2026-06-29,2026-07-03,200.08,316.67
SKU-5564,7890615343363,Kit Ferramentas Automotivas,Automotivo,243,13,25,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026260,39.8x5.8x33.8,11.51,Metropolitana Atacado,2025-11-16,2026-07-16,330.25,583.56
SKU-2778,7897376309775,Calculadora Cientifica,Papelaria,297,65,15,F1,Nivel 3,F1-3,Disponivel,False,L2026344,44.8x47.8x22.1,13.67,Distribuidora Vega Ltda,2025-12-09,2026-04-21,200.07,378.28
SKU-3183,7891716535954,Meia Soquete (par),Vestuario,99,77,20,B3,Nivel 1 (Solo),B3-1,Disponivel,False,L2026242,35.7x33.3x26.3,10.96,Distribuidora Vega Ltda,2026-03-27,2026-05-04,274.43,530.9
SKU-4432,7893720416892,Kit Blocos de Montar,Brinquedos,311,34,15,A2,Nivel 2,A2-2,Disponivel,True,L2026539,9.5x21.7x17.8,9.92,Fornecedora Horizonte Ltda,2025-11-17,2026-07-24,141.88,270.65
SKU-5562,7896443290763,Kit Ferramentas Automotivas,Automotivo,286,16,20,E1,Nivel 3,E1-3,Disponivel,False,L2026801,59.2x38.9x12.8,4.81,Metropolitana Atacado,2026-01-06,2026-03-14,285.95,524.39
SKU-5668,7898897779764,Camera de Re Automotiva,Automotivo,185,6,25,C1,Nivel 1 (Solo),C1-1,Disponivel,True,L2026199,58.5x26.1x15.6,5.43,Global Trade Comercio Exterior,2026-04-22,2026-04-30,114.85,221.31
SKU-1692,7893153911490,Pen Drive 128GB,Eletronicos,382,80,30,B1,Nivel 1 (Solo),B1-1,Em Conferencia,False,L2026222,47.1x5.3x35.7,11.15,Global Trade Comercio Exterior,2026-03-14,2026-05-19,261.55,516.41
SKU-3210,7896955958274,Bone Aba Curva,Vestuario,377,7,25,D1,Nivel 2,D1-2,Disponivel,False,L2026258,12.5x21.1x24.5,8.39,Fornecedora Horizonte Ltda,2025-11-29,2026-06-24,201.95,433.56
SKU-5674,7896061240560,Camera de Re Automotiva,Automotivo,239,48,30,B2,Nivel 2,B2-2,Disponivel,True,L2026681,59.6x16.1x36.8,5.82,Prime Supply Comercio,2026-04-26,2026-07-08,102.09,138.36
SKU-4072,7898127794918,Quebra-Cabeca 500 pecas,Brinquedos,217,41,25,B3,Nivel 2,B3-2,Reservado,False,L2026535,8.0x31.9x13.4,13.09,Global Trade Comercio Exterior,2026-05-18,2026-07-20,198.83,295.81
SKU-1600,7896420768360,Roteador Wi-Fi Dual Band,Eletronicos,430,80,15,C1,Nivel 3,C1-3,Disponivel,False,L2026137,62.2x24.9x15.5,10.14,Nortex Distribuicao,2025-11-29,2026-04-13,223.24,397.3
SKU-1878,7892000532857,Panela Antiaderente 24cm,Casa e Cozinha,278,50,15,A2,Nivel 1 (Solo),A2-1,Disponivel,True,L2026564,21.9x43.1x38.0,9.95,Global Trade Comercio Exterior,2026-04-22,2026-05-09,26.09,55.29
SKU-2903,7897321665697,Grampeador de Mesa,Papelaria,23,4,10,C3,Nivel 4 (Alto),C3-4,Disponivel,False,L2026367,11.5x33.8x12.1,0.52,Distribuidora Vega Ltda,2026-01-02,2026-07-12,415.52,882.18
SKU-5646,7891430028305,Suporte Veicular para Celular,Automotivo,321,49,25,C1,Nivel 2,C1-2,Disponivel,True,L2026642,32.3x19.8x14.4,7.31,Importadora Bravo,2026-01-18,2026-05-29,245.58,356.63
SKU-4324,7893223235433,Drone de Brinquedo,Brinquedos,352,63,15,B2,Nivel 2,B2-2,Disponivel,True,L2026320,8.2x10.9x21.0,12.36,Importadora Bravo,2026-05-21,2026-06-03,338.02,563.89
SKU-3214,7899081322087,Bone Aba Curva,Vestuario,92,6,15,C3,Nivel 3,C3-3,Disponivel,False,L2026426,41.6x27.1x37.1,12.34,Prime Supply Comercio,2026-01-26,2026-01-26,117.87,194.74
SKU-1220,7896004908243,Mouse sem Fio,Eletronicos,153,28,10,B3,Nivel 1 (Solo),B3-1,Disponivel,False,L2026097,60.2x27.0x24.8,0.58,Global Trade Comercio Exterior,2025-12-28,2025-12-30,453.03,965.51
SKU-3165,7893371421375,Meia Soquete (par),Vestuario,230,22,20,D1,Nivel 2,D1-2,Disponivel,False,L2026336,64.4x35.2x26.9,3.68,Union Cargo Distribuidora,2026-02-15,2026-06-14,304.29,608.88
SKU-5848,7897599353845,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,444,53,30,A3,Nivel 3,A3-3,Reservado,False,L2026775,17.0x35.0x17.9,9.91,Metropolitana Atacado,2026-04-21,2026-06-15,318.42,687.15
SKU-1583,7893583749076,Roteador Wi-Fi Dual Band,Eletronicos,224,63,30,A2,Nivel 2,A2-2,Disponivel,True,L2026363,58.9x25.5x30.3,0.96,Ponto Central Suprimentos,2026-07-08,2026-07-11,217.47,427.93
SKU-3343,7890235640934,Calca Jeans Slim,Vestuario,318,78,10,C3,Nivel 4 (Alto),C3-4,Reservado,False,L2026402,34.4x29.1x21.8,7.99,Prime Supply Comercio,2026-03-05,2026-07-08,289.46,493.36
SKU-1764,7894666215914,Suporte para Celular Veicular,Eletronicos,123,17,30,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026774,31.1x18.4x15.2,1.0,Comercio Atlas S.A.,2026-07-05,2026-07-27,470.4,815.13
SKU-1044,7893953394219,Cabo HDMI 2m,Eletronicos,330,5,40,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026553,23.4x37.1x9.0,12.28,Global Trade Comercio Exterior,2026-02-15,2026-04-26,352.6,506.2
SKU-1211,7890735647570,Mouse sem Fio,Eletronicos,405,4,40,F1,Nivel 2,F1-2,Disponivel,False,L2026849,33.7x13.3x35.7,0.23,Nortex Distribuicao,2026-06-29,2026-07-20,373.21,529.14
SKU-1882,7896592088143,Panela Antiaderente 24cm,Casa e Cozinha,394,9,15,C2,Nivel 1 (Solo),C2-1,Disponivel,True,L2026594,47.0x20.2x25.7,11.95,Nortex Distribuicao,2025-11-11,2025-12-31,59.59,132.43
SKU-1355,7899611223389,Hub USB,Eletronicos,355,47,25,C1,Nivel 2,C1-2,Disponivel,False,L2026645,56.4x17.6x7.9,11.15,Importadora Bravo,2025-11-20,2026-07-17,367.23,700.66
SKU-3510,7895698028442,Cinto de Couro Sintetico,Vestuario,477,19,10,B1,Nivel 2,B1-2,Disponivel,False,L2026702,59.6x44.1x26.7,12.26,Ponto Central Suprimentos,2026-01-17,2026-06-25,317.69,595.53
SKU-4474,7893644316230,Furadeira Eletrica 500W,Ferramentas,13,3,10,B2,Nivel 3,B2-3,Disponivel,False,L2026634,37.1x11.8x14.5,5.33,Metropolitana Atacado,2025-12-27,2026-02-12,85.16,193.78
SKU-3352,7890209790962,Calca Jeans Slim,Vestuario,126,45,40,A2,Nivel 3,A2-3,Reservado,False,L2026359,18.6x10.0x4.2,12.54,Nortex Distribuicao,2026-02-04,2026-07-09,39.61,66.33
SKU-4723,7891916771084,Nivel de Bolha,Ferramentas,201,73,25,B2,Nivel 2,B2-2,Reservado,False,L2026984,9.3x28.9x25.6,11.67,Comercio Atlas S.A.,2026-02-09,2026-05-26,442.08,895.02
SKU-1368,7892104275230,Hub USB,Eletronicos,17,10,40,B1,Nivel 4 (Alto),B1-4,Baixo Estoque,False,L2026316,43.8x35.8x37.9,6.24,Prime Supply Comercio,2026-01-16,2026-07-16,402.17,852.98
SKU-4594,7891784164759,Trena 5m,Ferramentas,192,2,40,D1,Nivel 1 (Solo),D1-1,Reservado,False,L2026268,64.4x21.1x26.6,10.59,Metropolitana Atacado,2026-04-20,2026-05-30,351.07,596.54
SKU-4928,7896202636955,Martelo Unha 25mm,Ferramentas,20,0,30,A1,Nivel 2,A1-2,Baixo Estoque,True,L2026426,56.1x28.7x30.0,4.89,Comercio Atlas S.A.,2026-02-23,2026-02-25,398.22,691.46
SKU-2673,7898553606229,Estojo Duplo,Papelaria,6,0,15,B1,Nivel 3,B1-3,Baixo Estoque,False,L2026785,34.9x21.1x26.8,8.53,Ponto Central Suprimentos,2026-03-29,2026-05-29,102.1,209.31
SKU-1136,7895199410135,Carregador Portatil,Eletronicos,227,16,40,F1,Nivel 3,F1-3,Disponivel,False,L2026392,60.5x23.6x31.0,9.58,Importadora Bravo,2026-06-12,2026-07-26,452.53,632.68
SKU-4263,7895232329141,Kit Massinha de Modelar,Brinquedos,326,4,15,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026523,36.2x13.3x37.1,4.29,Fornecedora Horizonte Ltda,2026-02-13,2026-06-04,346.02,574.96
SKU-1048,7893171390055,Cabo HDMI 2m,Eletronicos,64,11,15,F1,Nivel 2,F1-2,Disponivel,False,L2026149,51.7x38.9x25.8,13.83,Metropolitana Atacado,2026-02-13,2026-06-03,391.01,614.41
SKU-4319,7897302394844,Drone de Brinquedo,Brinquedos,357,56,25,C1,Nivel 1 (Solo),C1-1,Disponivel,True,L2026454,8.9x11.6x11.7,0.6,Metropolitana Atacado,2026-05-15,2026-07-02,310.97,634.33
SKU-2085,7891489678087,Conjunto de Potes Hermeticos,Casa e Cozinha,197,35,15,A2,Nivel 2,A2-2,Disponivel,True,L2026189,51.3x38.7x19.7,4.56,Ponto Central Suprimentos,2026-06-12,2026-07-10,193.56,297.43
SKU-3132,7895140501813,Meia Cano Alto (par),Vestuario,363,49,15,F2,Nivel 1 (Solo),F2-1,Disponivel,False,L2026989,27.1x36.3x6.4,10.39,Nortex Distribuicao,2026-07-13,2026-07-27,464.93,854.99
SKU-2861,7892448372688,Papel Sulfite A4 (resma),Papelaria,236,62,40,B1,Nivel 3,B1-3,Disponivel,False,L2026264,37.1x23.8x8.6,7.0,Metropolitana Atacado,2025-12-05,2026-02-26,41.73,63.13
SKU-3906,7897070109558,Escova Alisadora,Higiene e Beleza,397,45,25,C3,Nivel 2,C3-2,Disponivel,False,L2026789,46.6x24.7x41.0,1.05,Metropolitana Atacado,2026-04-17,2026-04-20,337.51,633.79
SKU-4896,7897862180819,Kit Soquetes 40 Pecas,Ferramentas,327,52,50,C1,Nivel 1 (Solo),C1-1,Disponivel,False,L2026956,59.0x23.2x28.8,3.63,Ponto Central Suprimentos,2026-05-31,2026-07-28,276.99,481.63
SKU-3527,7894166382673,Cinto de Couro Sintetico,Vestuario,387,46,25,C2,Nivel 2,C2-2,Reservado,False,L2026948,36.0x16.8x3.1,4.25,Fornecedora Horizonte Ltda,2026-03-16,2026-04-07,225.89,445.19
